,Airline,Source,Destination,Price,Day_of_Journey,Month_of_Journey,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Duration_Hours,Duration_Minutes,No_of_stops,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Chennai,Delhi,Kolkata,Mumbai,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy
1053,Air India,Kolkata,Banglore,14960,21,5,9,50,8,55,23,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1054,Jet Airways,Kolkata,Banglore,14151,18,5,17,0,19,10,26,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1055,Jet Airways,Delhi,Cochin,15400,6,3,9,0,18,50,9,50,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1056,Jet Airways,Banglore,New Delhi,13817,12,3,22,55,9,30,10,35,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1057,SpiceJet,Kolkata,Banglore,3841,9,4,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1058,Jet Airways,Kolkata,Banglore,10844,9,6,14,5,19,50,5,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1059,Air India,Delhi,Cochin,4487,9,4,20,40,9,25,12,45,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1060,Multiple carriers,Delhi,Cochin,12192,27,6,7,0,19,0,12,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1061,Jet Airways,Banglore,Delhi,5198,12,5,17,45,20,45,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1062,Jet Airways,Kolkata,Banglore,14571,9,6,6,30,19,50,13,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1063,Air India,Banglore,New Delhi,14143,6,3,8,50,16,30,31,40,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1064,Jet Airways,Mumbai,Hyderabad,4995,18,6,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1065,Air India,Delhi,Cochin,8372,21,5,9,0,19,15,10,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1066,Air India,Banglore,Delhi,5228,9,5,17,0,19,45,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1067,Air India,Kolkata,Banglore,10203,9,5,20,30,8,55,12,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1068,Multiple carriers,Delhi,Cochin,7845,27,3,6,0,13,20,7,20,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1069,Jet Airways,Delhi,Cochin,15129,9,5,23,5,19,0,19,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1070,Jet Airways,Kolkata,Banglore,11134,24,3,21,10,8,10,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1071,Air India,Banglore,New Delhi,17686,1,3,5,50,11,20,29,30,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1072,SpiceJet,Kolkata,Banglore,3873,6,6,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1073,Jet Airways,Delhi,Cochin,12819,24,6,23,5,4,25,29,20,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1074,Jet Airways,Mumbai,Hyderabad,4995,21,5,7,5,8,30,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1075,Jet Airways,Banglore,New Delhi,16757,6,3,9,45,14,25,4,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1076,Air Asia,Kolkata,Banglore,5192,24,5,7,35,23,30,15,55,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1077,Air India,Mumbai,Hyderabad,3100,9,6,21,5,22,25,1,20,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1078,Multiple carriers,Delhi,Cochin,7888,21,5,13,0,21,0,8,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1079,Vistara,Banglore,New Delhi,8028,3,3,11,30,14,10,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1080,Jet Airways,Delhi,Cochin,11733,6,6,9,40,12,35,26,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1081,Jet Airways,Kolkata,Banglore,9663,9,6,6,30,4,40,22,10,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1082,Jet Airways,Delhi,Cochin,13014,24,6,9,40,12,35,26,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1083,IndiGo,Chennai,Kolkata,3597,15,6,19,35,21,55,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1084,IndiGo,Banglore,Delhi,4823,6,5,20,0,22,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1085,Jet Airways,Banglore,New Delhi,11087,12,3,20,35,23,0,26,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1086,Air India,Delhi,Cochin,10493,9,6,5,55,7,40,25,45,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1087,SpiceJet,Kolkata,Banglore,5515,9,3,9,0,11,30,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1088,Air India,Kolkata,Banglore,8366,9,6,9,25,7,55,22,30,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1089,IndiGo,Chennai,Kolkata,3597,9,5,19,35,21,55,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1090,Jet Airways,Delhi,Cochin,10262,24,6,15,0,12,35,21,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1091,IndiGo,Banglore,New Delhi,6860,9,3,18,25,21,20,2,55,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1092,SpiceJet,Kolkata,Banglore,4439,21,4,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1093,Jet Airways,Delhi,Cochin,17234,3,3,16,0,18,50,26,50,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1094,Jet Airways,Delhi,Cochin,10262,1,6,11,30,12,35,25,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1095,SpiceJet,Mumbai,Hyderabad,2175,9,5,13,15,14,45,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1096,Jet Airways,Kolkata,Banglore,12446,24,3,21,10,10,5,12,55,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1097,IndiGo,Delhi,Cochin,5298,27,3,6,40,12,0,5,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1098,Air India,Delhi,Cochin,13591,1,6,14,25,19,15,28,50,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1099,Jet Airways,Kolkata,Banglore,10844,15,5,6,30,16,20,9,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1100,IndiGo,Delhi,Cochin,6316,6,6,16,0,1,30,9,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1101,Jet Airways,Banglore,Delhi,7229,12,4,17,45,20,45,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1102,SpiceJet,Banglore,Delhi,4423,15,5,9,30,12,20,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1103,Air India,Delhi,Cochin,10493,24,6,5,15,7,40,26,25,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1104,SpiceJet,Kolkata,Banglore,3873,3,4,9,0,11,25,2,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1105,Air India,Delhi,Cochin,7090,27,3,9,45,9,25,23,40,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1106,Jet Airways,Kolkata,Banglore,7064,1,4,6,30,22,35,16,5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1107,Jet Airways,Delhi,Cochin,13014,27,6,5,30,19,0,13,30,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1108,Air India,Kolkata,Banglore,12219,1,4,9,25,5,25,20,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1109,SpiceJet,Kolkata,Banglore,4174,18,4,17,10,19,40,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1110,IndiGo,Chennai,Kolkata,3850,3,5,7,55,10,15,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1111,Jet Airways,Kolkata,Banglore,14781,9,5,14,5,19,50,5,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1112,Jet Airways,Delhi,Cochin,12373,18,5,9,0,12,35,27,35,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1113,IndiGo,Delhi,Cochin,7060,9,3,2,0,7,45,5,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1114,IndiGo,Mumbai,Hyderabad,4392,9,5,19,5,20,35,1,30,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1115,IndiGo,Delhi,Cochin,5054,9,6,7,35,12,10,4,35,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1116,Jet Airways,Kolkata,Banglore,12996,1,4,8,25,16,20,7,55,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1117,IndiGo,Mumbai,Hyderabad,2227,1,5,20,5,21,40,1,35,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1118,Jet Airways,Banglore,New Delhi,7832,21,3,20,35,11,25,14,50,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1119,Multiple carriers,Delhi,Cochin,9646,6,6,7,5,22,30,15,25,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1120,Jet Airways,Kolkata,Banglore,10844,6,6,6,30,18,15,11,45,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1121,IndiGo,Kolkata,Banglore,9319,24,3,5,35,11,20,5,45,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1122,IndiGo,Banglore,New Delhi,10406,15,3,16,50,21,35,4,45,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1123,IndiGo,Kolkata,Banglore,4804,3,5,15,30,18,5,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1124,Air India,Banglore,Delhi,5228,3,5,6,10,8,55,2,45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1125,Jet Airways,Banglore,New Delhi,11087,12,3,22,55,7,40,8,45,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1126,Air India,Delhi,Cochin,12257,9,6,18,45,19,15,24,30,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1127,Multiple carriers,Delhi,Cochin,10877,27,6,7,30,19,0,11,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1128,Air India,Mumbai,Hyderabad,3625,1,5,13,55,15,25,1,30,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1129,Multiple carriers,Delhi,Cochin,9526,1,6,10,20,19,15,8,55,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1130,GoAir,Banglore,Delhi,3898,15,6,11,40,14,30,2,50,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1131,Air Asia,Banglore,Delhi,3383,21,6,11,10,13,55,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Jet Airways,Banglore,New Delhi,14815,6,3,8,0,7,40,23,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1133,IndiGo,Banglore,New Delhi,8434,9,3,6,25,11,30,5,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1134,Jet Airways,Banglore,New Delhi,12284,18,3,5,45,12,25,6,40,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1135,Air India,Kolkata,Banglore,31945,24,3,20,45,23,20,2,35,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1136,Air India,Delhi,Cochin,7199,27,3,8,0,19,15,11,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1137,IndiGo,Kolkata,Banglore,4804,1,6,21,25,0,5,2,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1138,Air India,Delhi,Cochin,8907,3,6,9,45,23,0,13,15,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1139,GoAir,Delhi,Cochin,6393,6,3,6,0,13,20,7,20,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1140,IndiGo,Delhi,Cochin,6442,27,4,6,50,16,10,9,20,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1141,Vistara,Chennai,Kolkata,3687,3,5,7,5,9,20,2,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1142,IndiGo,Kolkata,Banglore,6704,18,5,18,5,23,30,5,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1143,IndiGo,Kolkata,Banglore,4804,15,5,15,30,18,5,2,35,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1144,Air India,Delhi,Cochin,8879,18,5,3,50,19,15,15,25,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1145,Jet Airways,Delhi,Cochin,17024,3,3,17,30,4,25,10,55,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1146,Jet Airways,Delhi,Cochin,13292,6,6,21,25,19,0,21,35,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1147,Multiple carriers,Delhi,Cochin,15147,3,3,10,20,21,0,10,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1148,Jet Airways,Delhi,Cochin,12373,9,5,8,0,4,25,20,25,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1149,Air India,Delhi,Cochin,13381,12,6,20,15,19,15,23,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1150,Jet Airways,Delhi,Cochin,14053,9,3,19,15,4,25,9,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1151,IndiGo,Delhi,Cochin,6015,12,5,5,35,8,50,3,15,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1152,IndiGo,Delhi,Cochin,6016,24,6,2,0,7,45,5,45,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1153,Jet Airways,Kolkata,Banglore,14388,18,5,14,5,10,5,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1154,IndiGo,Delhi,Cochin,6104,24,6,17,30,1,30,8,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1155,Air India,Kolkata,Banglore,14120,6,5,9,50,23,15,13,25,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1156,SpiceJet,Kolkata,Banglore,3841,27,5,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1157,IndiGo,Chennai,Kolkata,3597,21,6,19,35,21,55,2,20,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1158,IndiGo,Delhi,Cochin,7725,9,3,16,0,21,0,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1159,Jet Airways,Delhi,Cochin,12452,27,3,7,5,4,25,21,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1160,IndiGo,Delhi,Cochin,5636,21,5,7,15,12,30,5,15,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1161,IndiGo,Banglore,Delhi,4423,15,5,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1162,Air Asia,Banglore,Delhi,3383,18,6,11,10,13,55,2,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,Air India,Delhi,Cochin,8277,18,5,17,40,23,0,5,20,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1164,IndiGo,Banglore,Delhi,4423,6,5,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1165,IndiGo,Kolkata,Banglore,4778,6,3,20,25,23,5,2,40,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1166,Vistara,Mumbai,Hyderabad,12080,12,3,19,45,19,55,24,10,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1167,Jet Airways,Mumbai,Hyderabad,5678,3,5,2,55,4,20,1,25,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1168,Jet Airways,Delhi,Cochin,6540,21,3,8,0,18,50,10,50,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1169,Vistara,Banglore,New Delhi,4353,24,3,21,10,0,5,2,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1170,Multiple carriers,Delhi,Cochin,7408,27,6,8,0,21,0,13,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1171,Air Asia,Kolkata,Banglore,5645,18,5,10,20,12,55,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1172,Multiple carriers,Delhi,Cochin,6106,9,4,10,35,19,15,8,40,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1173,Air India,Kolkata,Banglore,15532,1,5,9,25,13,45,28,20,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1174,Jet Airways,Kolkata,Banglore,10703,6,5,9,35,21,5,11,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1175,Jet Airways,Delhi,Cochin,10262,24,6,10,0,19,0,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1176,Jet Airways,Delhi,Cochin,15554,18,5,2,15,19,0,16,45,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1177,Jet Airways,Kolkata,Banglore,12121,6,5,9,35,21,5,11,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1178,SpiceJet,Banglore,Delhi,3573,24,4,21,10,0,5,2,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1179,Air India,Banglore,New Delhi,13859,18,3,0,30,8,45,8,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1180,Multiple carriers,Delhi,Cochin,15965,12,6,15,5,1,30,10,25,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1181,Vistara,Banglore,Delhi,4668,9,6,21,0,23,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1182,IndiGo,Kolkata,Banglore,4268,6,4,15,15,20,30,5,15,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1183,Multiple carriers,Delhi,Cochin,7354,12,6,7,30,19,15,11,45,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1184,Jet Airways,Delhi,Cochin,11733,6,6,9,40,12,35,26,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1185,Vistara,Banglore,New Delhi,5403,24,3,11,30,14,10,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1186,Jet Airways,Mumbai,Hyderabad,19595,6,3,17,0,16,50,23,50,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1187,Vistara,Kolkata,Banglore,11105,24,3,20,20,22,10,25,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1188,Jet Airways,Banglore,Delhi,8016,3,6,19,50,22,50,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1189,Jet Airways,Delhi,Cochin,13029,18,5,5,30,4,25,22,55,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1190,Air India,Kolkata,Banglore,13227,6,5,16,45,8,55,16,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1191,Jet Airways,Delhi,Cochin,14237,1,6,18,25,12,35,18,10,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1192,Jet Airways,Kolkata,Banglore,9663,12,5,16,30,9,20,16,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1193,Multiple carriers,Delhi,Cochin,7563,6,3,7,10,16,10,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1194,IndiGo,Banglore,Delhi,3943,3,6,6,5,8,50,2,45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1195,IndiGo,Delhi,Cochin,6628,3,6,16,0,1,30,9,30,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1196,IndiGo,Banglore,Delhi,4591,1,4,13,0,15,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1197,Jet Airways,Banglore,Delhi,7229,18,4,18,55,22,0,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1198,Jet Airways,Mumbai,Hyderabad,5678,24,6,19,35,21,5,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1199,Jet Airways,Kolkata,Banglore,14781,21,5,20,0,12,0,16,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1200,Multiple carriers,Delhi,Cochin,11446,27,5,10,0,19,15,9,15,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1201,Jet Airways,Delhi,Cochin,17024,6,3,2,15,4,25,26,10,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1202,SpiceJet,Kolkata,Banglore,3873,15,6,22,20,0,40,2,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1203,Vistara,Banglore,New Delhi,5403,21,3,7,0,9,40,2,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1204,Jet Airways,Kolkata,Banglore,13374,6,6,21,10,4,40,7,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1205,Jet Airways,Kolkata,Banglore,9663,9,5,14,5,9,20,19,15,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1206,Jet Airways,Delhi,Cochin,13882,12,6,9,25,4,25,19,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1207,Jet Airways,Kolkata,Banglore,14571,9,6,6,30,12,0,5,30,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1208,Jet Airways,Delhi,Cochin,18550,3,3,11,30,18,50,7,20,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1209,Multiple carriers,Delhi,Cochin,10406,1,6,7,5,21,0,13,55,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1210,SpiceJet,Kolkata,Banglore,3841,1,6,6,55,9,30,2,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1211,Jet Airways,Kolkata,Banglore,14571,24,5,20,0,9,20,13,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1212,Air India,Kolkata,Banglore,14960,12,6,9,50,8,55,23,5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1213,Jet Airways,Kolkata,Banglore,10844,12,5,6,30,16,20,9,50,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1214,Vistara,Banglore,Delhi,5403,15,4,21,0,23,50,2,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1215,Air India,Kolkata,Banglore,10413,6,6,17,30,20,25,26,55,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1216,IndiGo,Kolkata,Banglore,4804,3,6,15,15,17,45,2,30,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1217,GoAir,Banglore,Delhi,3419,18,6,7,45,10,40,2,55,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1218,Air India,Banglore,New Delhi,8851,15,3,21,10,23,55,2,45,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1219,Multiple carriers,Delhi,Cochin,13377,27,6,13,0,1,30,12,30,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1220,Air India,Delhi,Cochin,20416,6,3,6,50,7,40,24,50,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1221,Jet Airways,Kolkata,Banglore,8066,9,5,9,35,10,55,25,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1222,Jet Airways,Kolkata,Banglore,10844,24,5,16,30,19,50,27,20,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1223,Jet Airways,Kolkata,Banglore,13044,12,6,14,5,10,5,20,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1224,IndiGo,Delhi,Cochin,14871,3,3,16,0,1,35,9,35,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1225,SpiceJet,Kolkata,Banglore,3841,15,6,14,55,17,25,2,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1226,SpiceJet,Mumbai,Hyderabad,2017,6,5,13,15,14,45,1,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
